,Latitude,Longitude,Elevation,s_El_Corr,s_Corr_f,in_sat,DEM,Date,geometry
599151,12.718893,104.344838,-13.961,0.0,0,0,-16.02,2003-03-24,POINT (104.344838 12.718893)
599143,12.731339,104.346564,-14.068,0.0,0,0,-13.450000000000001,2003-03-24,POINT (104.346564 12.731339)
599214,12.620731,104.33108999999999,-14.07,0.0,0,0,-15.9,2003-03-24,POINT (104.33109 12.620731)
599141,12.734446,104.34700199999999,-13.96,0.0,0,0,-9.790000000000001,2003-03-24,POINT (104.347002 12.734446)
599210,12.626953,104.33195599999999,-14.242,0.46900000000000003,2,6,-15.91,2003-03-24,POINT (104.331956 12.626953)
599211,12.625397,104.33174,-13.956,0.442,2,6,-15.9,2003-03-24,POINT (104.33174 12.625397)
599212,12.623840999999999,104.33152299999999,-14.065,0.0,0,0,-15.9,2003-03-24,POINT (104.331523 12.623841)
599213,12.622285999999999,104.331307,-14.199,0.0,0,0,-15.9,2003-03-24,POINT (104.331307 12.622286)
599158,12.707996,104.34330899999999,-13.631,0.0,0,0,-16.01,2003-03-24,POINT (104.343309 12.707996)
599215,12.619176,104.330873,-14.154,0.0,0,0,-15.89,2003-03-24,POINT (104.330873 12.619176)
599216,12.617621999999999,104.33065599999999,-14.23,0.763,2,5,-15.89,2003-03-24,POINT (104.330656 12.617622)
599217,12.616067,104.330439,-14.098,0.642,2,4,-15.89,2003-03-24,POINT (104.330439 12.616067)
599218,12.614512,104.33022199999999,-14.144,0.532,2,6,-15.89,2003-03-24,POINT (104.330222 12.614512)
599135,12.743775,104.348316,-13.956,0.0,0,0,-6.88,2003-03-24,POINT (104.348316 12.743775)
599136,12.742218,104.3481,-13.988,0.0,0,0,-6.73,2003-03-24,POINT (104.3481 12.742218)
599137,12.740661999999999,104.347882,-13.958,0.0,0,0,-6.58,2003-03-24,POINT (104.347882 12.740662)
599138,12.739106999999999,104.347663,-14.104000000000001,0.0,0,0,-6.42,2003-03-24,POINT (104.347663 12.739107)
599139,12.737553,104.347443,-14.062000000000001,0.0,0,0,-6.24,2003-03-24,POINT (104.347443 12.737553)
599140,12.735999,104.347222,-14.067,0.0,0,0,-7.98,2003-03-24,POINT (104.347222 12.735999)
599142,12.732892999999999,104.34678199999999,-13.937000000000001,0.0,0,0,-11.620000000000001,2003-03-24,POINT (104.346782 12.732893)
599159,12.706439,104.343092,-13.884,0.0,0,0,-16.01,2003-03-24,POINT (104.343092 12.706439)
599197,12.647364999999999,104.334817,-13.856,0.0,0,0,1.7976931348623157e+308,2003-03-24,POINT (104.334817 12.647365)
599161,12.70346,104.342675,-13.964,0.0,0,0,1.7976931348623157e+308,2003-03-24,POINT (104.342675 12.70346)
599205,12.634736,104.333045,-14.359,0.789,2,6,-15.92,2003-03-24,POINT (104.333045 12.634736)
599206,12.633178,104.332826,-14.246,1.1460000000000001,2,5,-15.91,2003-03-24,POINT (104.332826 12.633178)
599207,12.631620999999999,104.332608,-14.235,1.067,2,6,-15.91,2003-03-24,POINT (104.332608 12.631621)
599208,12.630065,104.33238999999999,-14.189,0.841,2,6,-15.91,2003-03-24,POINT (104.33239 12.630065)
599209,12.628509,104.332173,-14.142,0.542,2,4,-15.91,2003-03-24,POINT (104.332173 12.628509)
599220,12.6114,104.329786,-14.034,0.0,0,0,-15.88,2003-03-24,POINT (104.329786 12.6114)
599204,12.636296,104.333265,-14.149000000000001,0.505,2,7,-15.92,2003-03-24,POINT (104.333265 12.636296)
599221,12.609843999999999,104.329568,-13.958,0.0,0,0,-15.88,2003-03-24,POINT (104.329568 12.609844)
599224,12.605174,104.32891099999999,-13.945,0.464,2,6,-15.88,2003-03-24,POINT (104.328911 12.605174)
599225,12.603617,104.32869099999999,-13.963000000000001,0.0,0,0,-15.870000000000001,2003-03-24,POINT (104.328691 12.603617)
599226,12.602058999999999,104.32847199999999,-14.05,0.0,0,0,-15.870000000000001,2003-03-24,POINT (104.328472 12.602059)
599229,12.597384,104.327816,-14.542,0.0,0,0,-15.870000000000001,2003-03-24,POINT (104.327816 12.597384)
599233,12.591147,104.326938,-14.587,0.0,0,0,-15.860000000000001,2003-03-24,POINT (104.326938 12.591147)
599234,12.589587,104.326718,-14.186,0.71,2,4,-15.860000000000001,2003-03-24,POINT (104.326718 12.589587)
599223,12.606731,104.32912999999999,-14.146,1.1460000000000001,2,7,-15.88,2003-03-24,POINT (104.32913 12.606731)
599203,12.637856999999999,104.333485,-14.121,0.374,2,5,-15.92,2003-03-24,POINT (104.333485 12.637857)
599202,12.639418,104.33370599999999,-14.117,0.0,0,0,-15.92,2003-03-24,POINT (104.333706 12.639418)
599201,12.640979999999999,104.333925,-13.904,0.0,0,0,-15.92,2003-03-24,POINT (104.333925 12.64098)
599162,12.701901,104.342457,-13.94,0.0,0,0,1.7976931348623157e+308,2003-03-24,POINT (104.342457 12.701901)
599163,12.700341,104.342238,-14.199,0.0,0,0,1.7976931348623157e+308,2003-03-24,POINT (104.342238 12.700341)
599165,12.697222,104.34179999999999,34.361000000000004,0.0,0,0,1.7976931348623157e+308,2003-03-24,POINT (104.3418 12.697222)
599219,12.612955999999999,104.33000399999999,-13.896,0.0,0,0,-15.89,2003-03-24,POINT (104.330004 12.612956)
599167,12.694097999999999,104.34136199999999,-15.184000000000001,0.0,0,0,1.7976931348623157e+308,2003-03-24,POINT (104.341362 12.694098)
599171,12.687861999999999,104.34048399999999,-14.058,0.0,0,0,1.7976931348623157e+308,2003-03-24,POINT (104.340484 12.687862)
599179,12.675396,104.33874,48.936,0.0,0,0,1.7976931348623157e+308,2003-03-24,POINT (104.33874 12.675396)
599182,12.670729999999999,104.338084,-14.126,0.0,0,0,1.7976931348623157e+308,2003-03-24,POINT (104.338084 12.67073)
599189,12.659854,104.336565,-13.801,0.0,0,0,1.7976931348623157e+308,2003-03-24,POINT (104.336565 12.659854)
599190,12.658294999999999,104.336348,-13.986,0.0,0,0,1.7976931348623157e+308,2003-03-24,POINT (104.336348 12.658295)
599194,12.652052999999999,104.33547399999999,44.763,0.0,0,0,1.7976931348623157e+308,2003-03-24,POINT (104.335474 12.652053)
599196,12.648926999999999,104.335036,-14.091000000000001,0.0,0,0,1.7976931348623157e+308,2003-03-24,POINT (104.335036 12.648927)
599198,12.645802999999999,104.334598,-14.243,0.0,0,0,1.7976931348623157e+308,2003-03-24,POINT (104.334598 12.645803)
599199,12.644241,104.33438,-14.218,0.0,0,0,1.7976931348623157e+308,2003-03-24,POINT (104.33438 12.644241)
599200,12.642541999999999,104.334144,-13.944,0.0,0,0,-15.93,2003-03-24,POINT (104.334144 12.642542)
599160,12.705017999999999,104.34289299999999,-14.058,0.0,0,0,1.7976931348623157e+308,2003-03-24,POINT (104.342893 12.705018)
599222,12.608288,104.329349,-14.263,0.555,2,5,-15.88,2003-03-24,POINT (104.329349 12.608288)
599263,12.544578999999999,104.320421,36.58,0.0,0,0,1.7976931348623157e+308,2003-03-24,POINT (104.320421 12.544579)
599235,12.588027,104.326498,-13.48,0.0,0,0,1.0,2003-03-24,POINT (104.326498 12.588027)
581804,12.742776,104.347921,-7.74,0.0,0,0,-6.78,2003-10-02,POINT (104.347921 12.742776)
581838,12.689813,104.340454,-7.635,0.0,0,0,-15.99,2003-10-02,POINT (104.340454 12.689813)
581839,12.688251,104.340232,-7.678,0.0,0,0,-15.98,2003-10-02,POINT (104.340232 12.688251)
581840,12.686689,104.340014,-7.6370000000000005,0.0,0,0,-15.98,2003-10-02,POINT (104.340014 12.686689)
581841,12.685127999999999,104.3398,-7.67,0.0,0,0,-15.98,2003-10-02,POINT (104.3398 12.685128)
581842,12.683565999999999,104.33959,-7.662,0.0,0,0,-15.98,2003-10-02,POINT (104.33959 12.683566)
581843,12.682005,104.339383,-7.676,0.0,0,0,-15.98,2003-10-02,POINT (104.339383 12.682005)
581844,12.680442999999999,104.339181,-7.676,0.0,0,0,-15.97,2003-10-02,POINT (104.339181 12.680443)
581845,12.678877,104.33898699999999,-7.638,0.0,0,0,-15.97,2003-10-02,POINT (104.338987 12.678877)
581846,12.677311,104.338796,-7.659,0.0,0,0,-15.97,2003-10-02,POINT (104.338796 12.677311)
581847,12.675744,104.338608,-7.668,0.0,0,0,-15.97,2003-10-02,POINT (104.338608 12.675744)
581848,12.674177,104.338419,-7.676,0.0,0,0,-15.97,2003-10-02,POINT (104.338419 12.674177)
581849,12.672611,104.338225,-7.66,0.0,0,0,-15.96,2003-10-02,POINT (104.338225 12.672611)
581850,12.671045,104.33802899999999,-7.641,0.0,0,0,-15.96,2003-10-02,POINT (104.338029 12.671045)
581851,12.669481,104.337831,-7.671,0.0,0,0,-15.96,2003-10-02,POINT (104.337831 12.669481)
581852,12.667918,104.337631,-7.6770000000000005,0.0,0,0,-15.96,2003-10-02,POINT (104.337631 12.667918)
581853,12.666359,104.33743,-7.672000000000001,0.0,0,0,-15.96,2003-10-02,POINT (104.33743 12.666359)
581854,12.664803,104.337227,-7.676,0.0,0,0,-15.950000000000001,2003-10-02,POINT (104.337227 12.664803)
581855,12.663248,104.337021,-7.652,0.0,0,0,-15.950000000000001,2003-10-02,POINT (104.337021 12.663248)
581856,12.661695,104.336811,-7.667,0.0,0,0,-15.950000000000001,2003-10-02,POINT (104.336811 12.661695)
581857,12.660145,104.336596,-7.605,0.0,0,0,-15.950000000000001,2003-10-02,POINT (104.336596 12.660145)
581837,12.691374999999999,104.34067999999999,-7.674,0.0,0,0,-15.99,2003-10-02,POINT (104.34068 12.691375)
581836,12.692936999999999,104.340909,-7.672000000000001,0.0,0,0,-15.99,2003-10-02,POINT (104.340909 12.692937)
581835,12.694498,104.34114299999999,-7.655,0.0,0,0,-15.99,2003-10-02,POINT (104.341143 12.694498)
581834,12.696057999999999,104.34138,-7.628,0.0,0,0,-15.99,2003-10-02,POINT (104.34138 12.696058)
581812,12.730239,104.346294,-7.924,0.0,0,0,-14.76,2003-10-02,POINT (104.346294 12.730239)
581768,12.798836999999999,104.355773,-7.9830000000000005,0.309,2,9,-8.3,2003-10-02,POINT (104.355773 12.798837)
581814,12.727117,104.345896,-7.7250000000000005,0.0,0,0,-16.03,2003-10-02,POINT (104.345896 12.727117)
581815,12.725557,104.345698,-7.751,0.0,0,0,-16.03,2003-10-02,POINT (104.345698 12.725557)
581816,12.723996999999999,104.34549799999999,-7.642,0.0,0,0,-16.03,2003-10-02,POINT (104.345498 12.723997)
581817,12.722437,104.345297,-7.6530000000000005,0.0,0,0,-16.03,2003-10-02,POINT (104.345297 12.722437)
581818,12.720879,104.34509399999999,-7.606,0.0,0,1,-16.03,2003-10-02,POINT (104.345094 12.720879)
581819,12.719320999999999,104.344889,-7.668,0.0,0,0,-16.02,2003-10-02,POINT (104.344889 12.719321)
581820,12.717763999999999,104.344681,-7.651,0.0,0,0,-16.02,2003-10-02,POINT (104.344681 12.717764)
581821,12.716206,104.344473,-7.6610000000000005,0.0,0,0,-16.02,2003-10-02,POINT (104.344473 12.716206)
581858,12.658596,104.33637499999999,-7.687,0.0,0,0,-15.950000000000001,2003-10-02,POINT (104.336375 12.658596)
581822,12.714649999999999,104.34426099999999,-7.667,0.0,0,0,-16.02,2003-10-02,POINT (104.344261 12.71465)
581824,12.711544,104.34382099999999,-7.611,0.0,0,0,-16.01,2003-10-02,POINT (104.343821 12.711544)
581825,12.709999,104.343581,-7.668,0.0,0,0,-16.01,2003-10-02,POINT (104.343581 12.709999)
581826,12.708456,104.343333,-7.636,0.0,0,0,-16.01,2003-10-02,POINT (104.343333 12.708456)
581827,12.706913,104.343081,-7.686,0.0,0,0,-16.01,2003-10-02,POINT (104.343081 12.706913)
581828,12.705371,104.342828,-7.6850000000000005,0.0,0,0,-16.01,2003-10-02,POINT (104.342828 12.705371)
581829,12.703825,104.342582,-7.646,0.0,0,0,-16.0,2003-10-02,POINT (104.342582 12.703825)
581830,12.702276,104.342339,-7.675,0.0,0,0,-16.0,2003-10-02,POINT (104.342339 12.702276)
581831,12.700726,104.342098,-7.6530000000000005,0.0,0,0,-16.0,2003-10-02,POINT (104.342098 12.700726)
581832,12.699173,104.341859,-7.686,0.0,0,0,-16.0,2003-10-02,POINT (104.341859 12.699173)
581833,12.697617,104.341619,-7.687,0.0,0,0,-16.0,2003-10-02,POINT (104.341619 12.697617)
581823,12.713096,104.344044,-7.5920000000000005,0.0,0,0,-16.02,2003-10-02,POINT (104.344044 12.713096)
581859,12.657046999999999,104.336151,-7.6850000000000005,0.0,0,0,-15.94,2003-10-02,POINT (104.336151 12.657047)
581860,12.655498999999999,104.335923,-7.662,0.0,0,0,-15.94,2003-10-02,POINT (104.335923 12.655499)
581861,12.653948,104.33569,-7.694,0.0,0,0,-15.94,2003-10-02,POINT (104.33569 12.653948)
581888,12.611842,104.329833,-7.66,0.0,0,0,-15.89,2003-10-02,POINT (104.329833 12.611842)
581889,12.610282,104.32963,-7.694,0.0,0,0,-15.88,2003-10-02,POINT (104.32963 12.610282)
581890,12.608721,104.32942299999999,-7.68,0.0,0,0,-15.88,2003-10-02,POINT (104.329423 12.608721)
581891,12.607159999999999,104.329213,-7.752,0.0,0,0,-15.88,2003-10-02,POINT (104.329213 12.60716)
581892,12.605601,104.328999,-7.649,0.0,0,0,-15.88,2003-10-02,POINT (104.328999 12.605601)
581893,12.604044,104.328779,-7.739,0.0,0,0,-15.88,2003-10-02,POINT (104.328779 12.604044)
581894,12.60249,104.328554,-7.634,0.0,0,0,-15.870000000000001,2003-10-02,POINT (104.328554 12.60249)
581895,12.600938,104.32832499999999,-7.654,0.0,0,0,-15.870000000000001,2003-10-02,POINT (104.328325 12.600938)
581896,12.599385999999999,104.328093,-7.6080000000000005,0.0,0,0,-15.870000000000001,2003-10-02,POINT (104.328093 12.599386)
581897,12.597837,104.327857,-7.708,0.0,0,0,-15.870000000000001,2003-10-02,POINT (104.327857 12.597837)
581887,12.613399,104.330034,-7.663,0.0,0,0,-15.89,2003-10-02,POINT (104.330034 12.613399)
581898,12.596288999999999,104.327618,-7.679,0.0,0,0,-15.870000000000001,2003-10-02,POINT (104.327618 12.596289)
581900,12.593193999999999,104.32713299999999,-7.7,0.0,0,0,-15.860000000000001,2003-10-02,POINT (104.327133 12.593194)
581901,12.591645999999999,104.326888,-7.6610000000000005,0.0,0,0,-15.860000000000001,2003-10-02,POINT (104.326888 12.591646)
581902,12.590095999999999,104.32664299999999,-7.569,0.0,0,0,-15.860000000000001,2003-10-02,POINT (104.326643 12.590096)
581903,12.588545,104.326398,-7.694,0.0,0,0,-15.860000000000001,2003-10-02,POINT (104.326398 12.588545)
581904,12.586993,104.32615399999999,-7.687,0.0,0,0,-15.85,2003-10-02,POINT (104.326154 12.586993)
581905,12.585434999999999,104.32591099999999,-7.707,0.0,0,0,-15.85,2003-10-02,POINT (104.325911 12.585435)
581906,12.583874999999999,104.325671,-7.649,0.0,0,0,-15.85,2003-10-02,POINT (104.325671 12.583875)
581933,12.541822,104.319976,-7.86,0.0,0,0,-11.35,2003-10-02,POINT (104.319976 12.541822)
581934,12.540267,104.31973599999999,-7.885,0.0,0,0,-10.01,2003-10-02,POINT (104.319736 12.540267)
581935,12.538712,104.31949399999999,-7.7540000000000004,0.229,2,6,-8.81,2003-10-02,POINT (104.319494 12.538712)
581899,12.594742,104.327376,-7.644,0.0,0,0,-15.860000000000001,2003-10-02,POINT (104.327376 12.594742)
581811,12.7318,104.346498,-7.78,0.0,0,0,-12.9,2003-10-02,POINT (104.346498 12.7318)
581886,12.614956999999999,104.330232,-7.71,0.0,0,0,-15.89,2003-10-02,POINT (104.330232 12.614957)
581884,12.618074,104.330624,-7.644,0.0,0,0,-15.89,2003-10-02,POINT (104.330624 12.618074)
581862,12.652396,104.335454,-7.636,0.0,0,0,-15.94,2003-10-02,POINT (104.335454 12.652396)
581863,12.650844,104.33521599999999,-7.658,0.0,0,0,-15.94,2003-10-02,POINT (104.335216 12.650844)
581864,12.649291999999999,104.334976,-7.674,0.0,0,0,-15.93,2003-10-02,POINT (104.334976 12.649292)
581865,12.647739999999999,104.334734,-7.711,0.0,0,0,-15.93,2003-10-02,POINT (104.334734 12.64774)
581866,12.646187,104.334492,-7.676,0.0,0,0,-15.93,2003-10-02,POINT (104.334492 12.646187)
581867,12.644635,104.334249,-7.699,0.0,0,0,-15.93,2003-10-02,POINT (104.334249 12.644635)
581868,12.643082,104.334008,-7.662,0.0,0,0,-15.93,2003-10-02,POINT (104.334008 12.643082)
581869,12.641530999999999,104.333765,-7.721,0.0,0,0,-15.92,2003-10-02,POINT (104.333765 12.641531)
581870,12.63998,104.333525,-7.83,0.0,0,0,-15.92,2003-10-02,POINT (104.333525 12.63998)
581871,12.638427,104.333288,-7.68,0.0,0,0,-15.92,2003-10-02,POINT (104.333288 12.638427)
581885,12.616515,104.330428,-7.671,0.0,0,0,-15.89,2003-10-02,POINT (104.330428 12.616515)
581872,12.636871999999999,104.333058,-7.673,0.0,0,0,-15.92,2003-10-02,POINT (104.333058 12.636872)
581874,12.633747999999999,104.33263199999999,-7.694,0.0,0,0,-15.91,2003-10-02,POINT (104.332632 12.633748)
581875,12.632183,104.332427,-7.699,0.0,0,0,-15.91,2003-10-02,POINT (104.332427 12.632183)
581876,12.630614999999999,104.332225,-7.704,0.0,0,0,-15.91,2003-10-02,POINT (104.332225 12.630615)
581877,12.629043999999999,104.33201899999999,-7.6290000000000004,0.0,0,0,-15.91,2003-10-02,POINT (104.332019 12.629044)
581878,12.627473,104.331813,-7.667,0.0,0,0,-15.91,2003-10-02,POINT (104.331813 12.627473)
581879,12.625900999999999,104.331609,-7.689,0.0,0,0,-15.9,2003-10-02,POINT (104.331609 12.625901)
581880,12.624329999999999,104.331406,-7.687,0.0,0,0,-15.9,2003-10-02,POINT (104.331406 12.62433)
581881,12.622762999999999,104.33120799999999,-7.640000000000001,0.0,0,0,-15.9,2003-10-02,POINT (104.331208 12.622763)
581882,12.621198999999999,104.331013,-7.688,0.0,0,0,-15.9,2003-10-02,POINT (104.331013 12.621199)
581883,12.619634999999999,104.330818,-7.674,0.0,0,0,-15.9,2003-10-02,POINT (104.330818 12.619635)
581873,12.635311999999999,104.332841,-7.634,0.0,0,0,-15.92,2003-10-02,POINT (104.332841 12.635312)
581810,12.733360999999999,104.346702,-7.706,0.0,0,0,-11.06,2003-10-02,POINT (104.346702 12.733361)
581813,12.728677999999999,104.34609499999999,-7.96,0.0,0,0,-16.03,2003-10-02,POINT (104.346095 12.728678)
581806,12.739633999999999,104.347507,-7.755,0.0,0,0,-6.45,2003-10-02,POINT (104.347507 12.739634)
581805,12.741206,104.34770999999999,-7.731,0.0,0,0,-6.62,2003-10-02,POINT (104.34771 12.741206)
581936,12.537156999999999,104.319251,-8.555,1.7976931348623157e+308,3,24,-8.01,2003-10-02,POINT (104.319251 12.537157)
1021636,12.486697999999999,104.581564,-6.651,0.0,0,0,-5.66,2003-10-25,POINT (104.581564 12.486698)
1021639,12.491387,104.58093699999999,-6.736,0.20700000000000002,2,6,-6.16,2003-10-25,POINT (104.580937 12.491387)
1021638,12.489823,104.58114499999999,-6.666,0.025,2,2,-5.97,2003-10-25,POINT (104.581145 12.489823)
1021637,12.488259,104.58135399999999,-6.6160000000000005,0.0,0,0,-5.78,2003-10-25,POINT (104.581354 12.488259)
1021635,12.485137,104.581775,-6.657,0.043000000000000003,2,3,-5.64,2003-10-25,POINT (104.581775 12.485137)
1021634,12.483576,104.581987,-6.607,0.0,0,0,-5.69,2003-10-25,POINT (104.581987 12.483576)
1021633,12.482016999999999,104.5822,-6.578,0.0,0,0,-5.79,2003-10-25,POINT (104.5822 12.482017)
1021632,12.480457999999999,104.582416,-6.583,0.059000000000000004,2,3,-5.95,2003-10-25,POINT (104.582416 12.480458)
1021631,12.4789,104.58263199999999,-6.558,0.0,0,0,-6.18,2003-10-25,POINT (104.582632 12.4789)
1021630,12.477342,104.58285,-6.558,0.0,0,0,-6.48,2003-10-25,POINT (104.58285 12.477342)
1021628,12.474228,104.583288,-6.726,0.162,2,5,-6.93,2003-10-25,POINT (104.583288 12.474228)
1021627,12.472671,104.58350899999999,-6.582,0.121,2,5,-7.08,2003-10-25,POINT (104.583509 12.472671)
1021626,12.471114,104.583732,-6.837,0.317,2,10,-7.18,2003-10-25,POINT (104.583732 12.471114)
1021625,12.469557,104.58395499999999,-6.62,0.114,2,5,-7.12,2003-10-25,POINT (104.583955 12.469557)
1021613,12.450913,104.586643,-7.705,1.439,2,29,-7.12,2003-10-25,POINT (104.586643 12.450913)
1021629,12.475785,104.583068,-6.636,0.11800000000000001,2,5,-6.73,2003-10-25,POINT (104.583068 12.475785)
159951,12.610151,104.448028,-7.792,0.0,0,0,-9.86,2003-11-04,POINT (104.448028 12.610151)
159952,12.608597999999999,104.44780999999999,-7.767,0.0,0,0,-9.620000000000001,2003-11-04,POINT (104.44781 12.608598)
159953,12.607044,104.44759099999999,-7.751,0.0,0,0,-9.38,2003-11-04,POINT (104.447591 12.607044)
159954,12.605490999999999,104.44736999999999,-7.776,0.0,0,0,-9.13,2003-11-04,POINT (104.44737 12.605491)
159959,12.597707999999999,104.44625699999999,-7.7410000000000005,0.274,2,9,-8.58,2003-11-04,POINT (104.446257 12.597708)
159960,12.596147,104.446034,-7.814,0.0,0,0,-8.42,2003-11-04,POINT (104.446034 12.596147)
159961,12.594586,104.44581099999999,-7.805000000000001,0.0,0,0,-8.55,2003-11-04,POINT (104.445811 12.594586)
159962,12.593026,104.44559,-7.7940000000000005,0.0,0,0,-8.93,2003-11-04,POINT (104.44559 12.593026)
159950,12.611704999999999,104.448245,-7.815,0.0,0,0,-10.08,2003-11-04,POINT (104.448245 12.611705)
159897,12.694275,104.45976399999999,-7.865,0.0,0,0,-15.49,2003-11-04,POINT (104.459764 12.694275)
159948,12.614818999999999,104.448678,-7.773000000000001,0.0,0,0,-11.53,2003-11-04,POINT (104.448678 12.614819)
159947,12.616379,104.448895,-7.738,0.0,0,0,-12.48,2003-11-04,POINT (104.448895 12.616379)
159963,12.591465,104.445369,-7.792,0.0,0,0,-9.290000000000001,2003-11-04,POINT (104.445369 12.591465)
159946,12.617939,104.449111,-7.785,0.0,0,0,-13.47,2003-11-04,POINT (104.449111 12.617939)
159945,12.619499999999999,104.449326,-7.774,0.0,0,0,-14.5,2003-11-04,POINT (104.449326 12.6195)
159944,12.621058,104.449541,-7.7620000000000005,0.0,0,0,-15.41,2003-11-04,POINT (104.449541 12.621058)
159943,12.622615999999999,104.449756,-7.788,0.0,0,0,-15.41,2003-11-04,POINT (104.449756 12.622616)
159942,12.624172999999999,104.44997,-7.816,0.0,0,0,-15.42,2003-11-04,POINT (104.44997 12.624173)
159941,12.625729,104.45018499999999,-7.773000000000001,0.0,0,0,-15.42,2003-11-04,POINT (104.450185 12.625729)
159949,12.613261,104.44846199999999,-7.784,0.0,0,0,-10.620000000000001,2003-11-04,POINT (104.448462 12.613261)
159964,12.589905,104.445149,-7.7700000000000005,0.0,0,0,-9.63,2003-11-04,POINT (104.445149 12.589905)
159974,12.574311999999999,104.44297399999999,-7.751,0.0,0,0,-14.540000000000001,2003-11-04,POINT (104.442974 12.574312)
159966,12.586787,104.44470899999999,-7.731,0.0,0,0,-10.41,2003-11-04,POINT (104.444709 12.586787)
159979,12.566511,104.441914,-7.772,0.0,0,0,-12.21,2003-11-04,POINT (104.441914 12.566511)
159980,12.564955,104.44170199999999,-7.743,0.0,0,0,-11.11,2003-11-04,POINT (104.441702 12.564955)
159982,12.561846,104.44127399999999,-7.729,0.0,0,0,-9.36,2003-11-04,POINT (104.441274 12.561846)
159983,12.560291999999999,104.441058,-7.768,0.0,0,0,-9.19,2003-11-04,POINT (104.441058 12.560292)
159984,12.558739,104.44084099999999,-7.789000000000001,0.0,0,0,-9.0,2003-11-04,POINT (104.440841 12.558739)
159985,12.557184999999999,104.440623,-7.728,0.0,0,0,-8.8,2003-11-04,POINT (104.440623 12.557185)
159978,12.568069,104.44212499999999,-7.724,0.0,0,0,-13.33,2003-11-04,POINT (104.442125 12.568069)
159977,12.569628,104.442336,-7.768,0.0,0,0,-14.47,2003-11-04,POINT (104.442336 12.569628)
159965,12.588346,104.444929,-7.765000000000001,0.0,0,0,-9.950000000000001,2003-11-04,POINT (104.444929 12.588346)
159976,12.571188,104.442548,-7.743,0.0,0,0,-15.280000000000001,2003-11-04,POINT (104.442548 12.571188)
159940,12.627283,104.45039899999999,-7.814,0.0,0,0,-15.42,2003-11-04,POINT (104.450399 12.627283)
159973,12.575873999999999,104.44318799999999,-7.8100000000000005,0.0,0,0,-14.120000000000001,2003-11-04,POINT (104.443188 12.575874)
159972,12.577435,104.44340299999999,-7.79,0.0,0,0,-13.68,2003-11-04,POINT (104.443403 12.577435)
159971,12.578994,104.443619,-7.767,0.0,0,0,-13.21,2003-11-04,POINT (104.443619 12.578994)
159970,12.580554,104.44383599999999,-7.824,0.0,0,0,-12.71,2003-11-04,POINT (104.443836 12.580554)
159969,12.582111999999999,104.444053,-7.804,0.0,0,0,-12.18,2003-11-04,POINT (104.444053 12.582112)
159968,12.583670999999999,104.444271,-7.793,0.0,0,0,-11.620000000000001,2003-11-04,POINT (104.444271 12.583671)
159967,12.585229,104.44449,-7.75,0.0,0,0,-11.03,2003-11-04,POINT (104.44449 12.585229)
159975,12.57275,104.44276099999999,-7.732,0.0,0,0,-14.92,2003-11-04,POINT (104.442761 12.57275)
159898,12.692715,104.459547,-7.846,0.0,0,0,-15.49,2003-11-04,POINT (104.459547 12.692715)
159939,12.628836999999999,104.45061299999999,-7.8180000000000005,0.0,0,0,-15.42,2003-11-04,POINT (104.450613 12.628837)
159937,12.631943999999999,104.451043,-7.746,0.0,0,0,-15.42,2003-11-04,POINT (104.451043 12.631944)
159887,12.709861,104.461967,-7.8260000000000005,0.0,0,0,-15.200000000000001,2003-11-04,POINT (104.461967 12.709861)
159888,12.7083,104.461743,-7.923,0.0,0,0,-15.19,2003-11-04,POINT (104.461743 12.7083)
159889,12.706738999999999,104.46152,-7.886,0.0,0,0,-15.25,2003-11-04,POINT (104.46152 12.706739)
159890,12.705179,104.461297,-7.877,0.0,0,0,-15.38,2003-11-04,POINT (104.461297 12.705179)
159915,12.66624,104.455884,-7.821,0.0,0,0,-15.46,2003-11-04,POINT (104.455884 12.66624)
159914,12.6678,104.45610099999999,-7.792,0.0,0,0,-15.46,2003-11-04,POINT (104.456101 12.6678)
159913,12.669357999999999,104.456318,-7.857,0.0,0,0,-15.46,2003-11-04,POINT (104.456318 12.669358)
159912,12.670914,104.456535,-7.825,0.0,0,0,-15.46,2003-11-04,POINT (104.456535 12.670914)
159911,12.672467,104.456751,-7.835,0.0,0,0,-15.47,2003-11-04,POINT (104.456751 12.672467)
159910,12.674019999999999,104.456966,-7.855,0.0,0,0,-15.47,2003-11-04,POINT (104.456966 12.67402)
159909,12.675573,104.45718099999999,-7.863,0.0,0,0,-15.47,2003-11-04,POINT (104.457181 12.675573)
159908,12.677126,104.45739599999999,-7.811,0.0,0,0,-15.47,2003-11-04,POINT (104.457396 12.677126)
159907,12.67868,104.457611,-7.87,0.0,0,0,-15.47,2003-11-04,POINT (104.457611 12.67868)
159906,12.680235,104.457825,-7.8260000000000005,0.0,0,0,-15.47,2003-11-04,POINT (104.457825 12.680235)
159905,12.681790999999999,104.45804,-7.816,0.0,0,0,-15.48,2003-11-04,POINT (104.45804 12.681791)
159904,12.683349,104.458254,-7.877,0.0,0,0,-15.48,2003-11-04,POINT (104.458254 12.683349)
159903,12.684909,104.458469,-7.797000000000001,0.0,0,0,-15.48,2003-11-04,POINT (104.458469 12.684909)
159902,12.68647,104.45868399999999,-7.859,0.0,0,0,-15.48,2003-11-04,POINT (104.458684 12.68647)
159901,12.688032,104.45889899999999,-7.912,0.0,0,0,-15.48,2003-11-04,POINT (104.458899 12.688032)
